PLAYER_NAME,PLAYER_ID,TEAM_NAME_x,LOCATION,MIN_x,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB_x,REB,AST,TOV,STL_x,BLK_x,BLKA,PF,PFD,PTS,PLUS_MINUS,Efficiency,Season Type,GP_x,W_x,L_x,Logo_URL,DISPLAY_FIRST_LAST_x,TEAM_ID,TEAM_ABBREVIATION,HEADSHOT_URL,DISPLAY_FIRST_LAST_y,POSITION,TEAM_NAME_y,GP_y,W_y,L_y,W_PCT,MIN_y,DEF_RATING,DREB_y,DREB_PCT,STL_y,BLK_y,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,DEF_RATING_RANK,DREB_RANK,DREB_PCT_RANK,STL_RANK,BLK_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,Conference,W_rate
Josh Richardson,1626196,Miami Heat,AWAY,24.94,3.43,7.57,0.46,1.52,4,0.37,1.24,1.24,0.67,0.38,2.57,2.95,1.9,0.67,0.57,0.38,0.19,1.9,1.1,9.62,-0.62,10.62,Regular Season,82,46,36,https://loodibee.com/wp-content/uploads/nba-miami-heat-logo.png,Josh Richardson,1610612748,MIA,https://cdn.nba.com/headshots/nba/latest/1040x760/1626196.png,Josh Richardson,Guard,Miami Heat,82,46,36,0.561,3951,111.5,2702,0.734,617,280,1298,1084,1066,3802,1,16,16,16,21,5,16,3,15,30,13,7,5,3,East,56.09756098
Jrue Holiday,201950,Boston Celtics,AWAY,33.37,4.84,10.36,0.47,1.95,4.8,0.44,0.95,1.11,0.41,1.25,4.64,5.89,5.09,1.82,1.05,0.82,0.48,1.66,1.39,12.59,5.02,17.93,Regular Season,82,64,18,https://loodibee.com/wp-content/uploads/nba-boston-celtics-logo.png,Jrue Holiday,1610612738,BOS,https://cdn.nba.com/headshots/nba/latest/1040x760/201950.png,Jrue Holiday,Guard,Boston Celtics,82,64,18,0.78,3966,110.6,2923,0.726,557,538,1093,1114,1063,3912,1,1,1,1,7,2,1,7,27,1,1,10,4,9,East,78.04878049
Jules Bernard,1631262,Washington Wizards,AWAY,7.83,1.64,3.18,0.39,0.64,1.36,0.28,0.36,0.64,0.23,0.64,0.73,1.36,0.91,0.45,0.09,0,0.18,0.55,0.64,4.27,1.73,4.36,Regular Season,82,15,67,https://loodibee.com/wp-content/uploads/nba-washington-wizards-logo.png,Jules Bernard,1610612764,WAS,https://cdn.nba.com/headshots/nba/latest/1040x760/1631262.png,Jules Bernard,Guard,Washington Wizards,82,15,67,0.183,3946,118.9,2613,0.683,623,415,1401,1345,1239,4788,1,29,29,29,23,28,24,30,14,14,20,30,23,29,East,18.29268293
Julian Champagnie,1630577,San Antonio Spurs,AWAY,19.48,2.11,4.97,0.34,1.24,3.42,0.28,0.97,1.18,0.38,0.53,2.24,2.76,1.05,0.66,0.61,0.58,0.26,0.95,0.95,6.42,-1.58,7.68,Regular Season,82,22,60,https://loodibee.com/wp-content/uploads/san-antonio-spurs-2002-2017.png,Julian Champagnie,1610612759,SAS,https://cdn.nba.com/headshots/nba/latest/1040x760/1630577.png,Julian Champagnie,Forward,San Antonio Spurs,82,22,60,0.268,3966,115.6,2778,0.721,584,520,1526,1167,1187,4490,1,26,26,26,7,21,8,13,22,3,27,23,17,28,West,26.82926829
Julian Phillips,1641763,Chicago Bulls,AWAY,8.74,0.88,2.04,0.25,0.36,1.04,0.13,0.44,0.56,0.2,0.24,0.52,0.76,0.24,0.32,0.24,0.2,0.2,1,0.6,2.56,0.4,2.4,Regular Season,82,39,43,https://loodibee.com/wp-content/uploads/nba-chicago-bulls-logo.png,Julian Phillips,1610612741,CHI,https://cdn.nba.com/headshots/nba/latest/1040x760/1641763.png,Julian Phillips,Forward,Chicago Bulls,82,39,43,0.476,3996,115.7,2677,0.717,638,394,1249,1133,1088,3726,1,20,20,20,1,22,19,17,9,18,8,15,7,1,East,47.56097561
Julian Strawther,1631124,Denver Nuggets,AWAY,10.23,1.8,4.6,0.26,1,2.9,0.15,0.35,0.55,0.18,0.05,1.05,1.1,0.8,0.45,0.3,0.15,0.3,0.9,0.6,4.95,-0.75,3.85,Regular Season,82,57,25,https://loodibee.com/wp-content/uploads/nba-denver-nuggets-logo-2018.png,Julian Strawther,1610612743,DEN,https://cdn.nba.com/headshots/nba/latest/1040x760/1631124.png,Julian Strawther,Guard,Denver Nuggets,82,57,25,0.695,3941,112.3,2762,0.718,585,456,1301,1086,1109,4128,1,2,2,2,26,8,9,15,21,10,14,8,8,18,West,69.51219512
Julius Randle,203944,New York Knicks,AWAY,36.06,9.09,18.82,0.47,1.73,5.59,0.31,4.36,5.73,0.81,1.77,6.95,8.73,5.55,2.77,0.68,0.18,1.18,2.68,4.45,24.27,8.09,25.55,Regular Season,82,50,32,https://loodibee.com/wp-content/uploads/nba-new-york-knicks-logo.png,Julius Randle,1610612752,NYK,https://cdn.nba.com/headshots/nba/latest/1040x760/203944.png,Julius Randle,Forward-Center,New York Knicks,82,50,32,0.61,3946,112.4,2665,0.729,612,336,1222,1008,1133,3848,1,6,6,6,23,9,21,6,17,29,5,3,13,6,East,60.97560976
Justin Champagnie,1630551,Washington Wizards,AWAY,18.33,2.5,6.12,0.37,1,3.38,0.18,1,1.12,0.31,2,3,5,1.62,0.62,0.88,0.88,0.5,0.88,0.88,7,-6.25,11,Regular Season,82,15,67,https://loodibee.com/wp-content/uploads/nba-washington-wizards-logo.png,Justin Champagnie,1610612764,WAS,https://cdn.nba.com/headshots/nba/latest/1040x760/1630551.png,Justin Champagnie,Guard-Forward,Washington Wizards,82,15,67,0.183,3946,118.9,2613,0.683,623,415,1401,1345,1239,4788,1,29,29,29,23,28,24,30,14,14,20,30,23,29,East,18.29268293
Justin Holiday,203200,Denver Nuggets,AWAY,14.11,1.33,2.93,0.37,0.81,2.04,0.3,0,0,0,0.19,1.07,1.26,1.3,0.22,0.67,0.26,0.11,1.3,0.19,3.48,2.7,5.15,Regular Season,82,57,25,https://loodibee.com/wp-content/uploads/nba-denver-nuggets-logo-2018.png,Justin Holiday,1610612743,DEN,https://cdn.nba.com/headshots/nba/latest/1040x760/203200.png,Justin Holiday,Forward-Guard,Denver Nuggets,82,57,25,0.695,3941,112.3,2762,0.718,585,456,1301,1086,1109,4128,1,2,2,2,26,8,9,15,21,10,14,8,8,18,West,69.51219512
Justin Minaya,1631303,Portland Trail Blazers,AWAY,9.54,0.57,1.64,0.25,0.29,1.07,0.14,0.21,0.36,0.14,0.79,0.57,1.36,0.43,0.21,0.14,0.14,0.07,0.93,0.43,1.64,-2.57,2.29,Regular Season,82,21,61,https://loodibee.com/wp-content/uploads/nba-portland-trail-blazers-logo.png,Justin Minaya,1610612757,POR,https://cdn.nba.com/headshots/nba/latest/1040x760/1631303.png,Justin Minaya,Forward,Portland Trail Blazers,82,21,61,0.256,3976,116.6,2469,0.697,627,354,1564,1163,1391,4388,1,27,27,27,2,23,30,28,12,27,28,22,29,24,West,25.6097561
Jusuf Nurkic,203994,Phoenix Suns,AWAY,26.9,4.39,8.39,0.54,0.32,1.17,0.14,1.98,3.1,0.53,2.83,8,10.83,4.05,2.56,1.02,0.95,0.9,3.29,2.85,11.07,4.95,20.24,Regular Season,82,49,33,https://loodibee.com/wp-content/uploads/nba-phoenix-suns-logo.png,Jusuf Nurkic,1610612756,PHX,https://cdn.nba.com/headshots/nba/latest/1040x760/203994.png,Jusuf Nurkic,Center,Phoenix Suns,82,49,33,0.598,3956,113.7,2783,0.714,610,492,1491,1150,1179,4074,1,8,8,8,17,13,7,20,18,6,25,19,16,14,West,59.75609756
KJ Martin,1630231,LA Clippers,HOME,15.68,2,5,0.33,0.5,2.5,0.17,0.5,1,0.25,0.5,1,1.5,0.5,1,1,0.5,0.5,1.5,1,5,-2,4,Regular Season,82,51,31,https://loodibee.com/wp-content/uploads/nba-la-clippers-logo.png,KJ Martin,1610612755,PHI,https://cdn.nba.com/headshots/nba/latest/1040x760/1630231.png,KJ Martin,Forward,Philadelphia 76ers,82,47,35,0.573,3956,113,2616,0.701,694,492,1177,1117,1262,4106,1,12,12,12,17,11,23,25,1,6,2,11,24,17,West,62.19512195
Karl-Anthony Towns,1626157,Minnesota Timberwolves,AWAY,32.49,8.29,16.97,0.49,2.48,5.9,0.41,3.9,4.58,0.8,1.77,6.32,8.1,2.58,2.9,0.74,0.65,1.39,3.06,4,22.97,6.45,22.77,Regular Season,82,56,26,https://loodibee.com/wp-content/uploads/nba-minnesota-timberwolves-logo.png,Karl-Anthony Towns,1610612750,MIN,https://cdn.nba.com/headshots/nba/latest/1040x760/1626157.png,Karl-Anthony Towns,Center-Forward,Minnesota Timberwolves,82,56,26,0.683,3961,108.4,2807,0.725,647,497,1337,1042,1086,3782,1,4,4,4,10,1,5,9,6,5,15,4,6,2,West,68.29268293
Kawhi Leonard,202695,LA Clippers,AWAY,34.24,8.79,16.97,0.52,1.79,4.87,0.37,3.62,4.1,0.8,1.18,5.18,6.36,3.49,1.59,1.41,0.72,0.49,1.49,4.08,23,3,24.72,Regular Season,82,51,31,https://loodibee.com/wp-content/uploads/nba-la-clippers-logo.png,Kawhi Leonard,1610612746,LAC,https://cdn.nba.com/headshots/nba/latest/1040x760/202695.png,Kawhi Leonard,Forward,LA Clippers,82,51,31,0.622,3941,114.6,2701,0.705,640,413,1284,1152,1221,4074,1,5,5,5,26,16,17,24,7,15,11,20,21,14,West,62.19512195
Keegan Murray,1631099,Sacramento Kings,AWAY,33.12,5.22,12.32,0.41,1.8,6.12,0.28,1.18,1.45,0.38,1.32,4.08,5.4,1.62,0.98,0.88,0.92,0.48,2.58,1.2,13.42,-0.88,13.9,Regular Season,82,46,36,https://loodibee.com/wp-content/uploads/nba-sacramento-kings-logo.png,Keegan Murray,1610612758,SAC,https://cdn.nba.com/headshots/nba/latest/1040x760/1631099.png,Keegan Murray,Forward,Sacramento Kings,82,46,36,0.561,3971,114.4,2719,0.744,625,342,1349,891,962,4006,1,16,16,16,3,14,15,1,13,28,17,1,2,13,West,56.09756098
Keita Bates-Diop,1628966,Brooklyn Nets,AWAY,4.69,0.57,0.71,0.25,0.14,0.14,0.14,0.29,0.29,0.14,0,0.57,0.57,0.14,0.14,0.29,0.14,0,0.14,0.14,1.57,-0.43,2.43,Regular Season,82,32,50,https://loodibee.com/wp-content/uploads/nba-brooklyn-nets-logo.png,Keita Bates-Diop,1610612751,BKN,https://cdn.nba.com/headshots/nba/latest/1040x760/1628966.png,Keita Bates-Diop,Forward,Brooklyn Nets,82,32,50,0.39,3961,115.4,2675,0.715,556,424,1263,1146,1281,3962,1,22,22,22,10,20,20,19,28,12,9,17,25,11,East,39.02439024
Keldon Johnson,1629640,San Antonio Spurs,AWAY,30.04,5.66,12.79,0.44,1.89,5.79,0.3,2.47,3.08,0.63,1.47,4.08,5.55,2.79,1.34,0.92,0.34,0.76,2.18,2.24,15.68,-4.26,16.21,Regular Season,82,22,60,https://loodibee.com/wp-content/uploads/san-antonio-spurs-2002-2017.png,Keldon Johnson,1610612759,SAS,https://cdn.nba.com/headshots/nba/latest/1040x760/1629640.png,Keldon Johnson,Forward-Guard,San Antonio Spurs,82,22,60,0.268,3966,115.6,2778,0.721,584,520,1526,1167,1187,4490,1,26,26,26,7,21,8,13,22,3,27,23,17,28,West,26.82926829
Kelly Olynyk,203482,Toronto Raptors,AWAY,24.38,4.5,8.92,0.46,0.92,2.5,0.36,2,2.67,0.51,1.58,3.33,4.92,3.83,2.33,1.33,0.5,0.42,3.83,3,11.92,-6.92,15.08,Regular Season,82,25,57,https://loodibee.com/wp-content/uploads/nba-toronto-raptors-logo-2020.png,Kelly Olynyk,1610612761,TOR,https://cdn.nba.com/headshots/nba/latest/1040x760/203482.png,Kelly Olynyk,Forward-Center,Toronto Raptors,82,25,57,0.305,3961,118.1,2607,0.694,634,388,1412,1282,1188,4456,1,25,25,25,10,26,26,29,10,19,23,29,18,26,East,30.48780488
Kelly Oubre Jr.,1626162,Philadelphia 76ers,AWAY,31.32,6,13.24,0.44,1.59,4.89,0.28,2.59,3.46,0.57,1.38,4.14,5.51,1.32,1.38,0.86,0.7,1.35,2.81,2.78,16.19,-0.7,15.11,Regular Season,82,47,35,https://loodibee.com/wp-content/uploads/nba-philadelphia-76ers-logo.png,Kelly Oubre Jr.,1610612755,PHI,https://cdn.nba.com/headshots/nba/latest/1040x760/1626162.png,Kelly Oubre Jr.,Forward-Guard,Philadelphia 76ers,82,47,35,0.573,3956,113,2616,0.701,694,492,1177,1117,1262,4106,1,12,12,12,17,11,23,25,1,6,2,11,24,17,East,57.31707317
Kendall Brown,1631112,Indiana Pacers,AWAY,3.74,0.25,0.38,0.25,0,0,0,0.12,0.25,0.06,0.12,0,0.12,0.12,0,0,0,0,0.62,0.38,0.62,-2.75,0.62,Regular Season,82,47,35,https://loodibee.com/wp-content/uploads/nba-indiana-pacers-logo.png,Kendall Brown,1610612754,IND,https://cdn.nba.com/headshots/nba/latest/1040x760/1631112.png,Kendall Brown,Guard,Indiana Pacers,82,47,35,0.573,3941,117.6,2578,0.7,631,481,1297,1212,1122,4792,1,12,12,12,26,24,28,26,11,8,12,26,11,30,East,57.31707317
Kenneth Lofton Jr.,1631254,Memphis Grizzlies,AWAY,8,1.14,2.71,0.37,0.29,0.71,0.21,0.71,1.57,0.19,0.29,1,1.29,1,0.43,0.43,0.14,0.57,1.86,0.86,3.29,1.14,3.29,Regular Season,82,27,55,https://loodibee.com/wp-content/uploads/nba-memphis-grizzlies-logo.png,Kenneth Lofton Jr.,1610612762,UTA,https://cdn.nba.com/headshots/nba/latest/1040x760/1631254.png,Kenneth Lofton Jr.,Forward,Utah Jazz,82,31,51,0.378,3961,119.6,2725,0.717,537,458,1583,1178,1512,4248,1,23,23,23,10,30,12,18,29,9,29,25,30,22,West,32.92682927
Kenrich Williams,1629026,Oklahoma City Thunder,AWAY,14.95,1.82,4.15,0.47,0.82,2.18,0.33,0.15,0.3,0.08,0.61,1.79,2.39,1.15,0.24,0.73,0.09,0.24,1.52,0.52,4.61,1.3,6.24,Regular Season,82,57,25,https://loodibee.com/wp-content/uploads/nba-oklahoma-city-thunder-logo.png,Kenrich Williams,1610612760,OKC,https://cdn.nba.com/headshots/nba/latest/1040x760/1629026.png,Kenrich Williams,Guard-Forward,Oklahoma City Thunder,82,57,25,0.695,3961,111,2725,0.698,694,538,1211,1258,1025,3852,1,2,2,2,10,4,12,27,1,1,3,28,3,7,West,69.51219512
Kentavious Caldwell-Pope,203484,Denver Nuggets,AWAY,32.57,3.39,7.7,0.44,1.7,4.27,0.37,1.52,1.79,0.46,0.45,2.27,2.73,2.36,1.12,1.06,0.64,0.12,2.09,1.48,10,8.36,11.09,Regular Season,82,57,25,https://loodibee.com/wp-content/uploads/nba-denver-nuggets-logo-2018.png,Kentavious Caldwell-Pope,1610612743,DEN,https://cdn.nba.com/headshots/nba/latest/1040x760/203484.png,Kentavious Caldwell-Pope,Guard,Denver Nuggets,82,57,25,0.695,3941,112.3,2762,0.718,585,456,1301,1086,1109,4128,1,2,2,2,26,8,9,15,21,10,14,8,8,18,West,69.51219512
Keon Ellis,1631165,Sacramento Kings,AWAY,16.33,1.66,3.72,0.3,1.07,2.72,0.22,0.45,0.69,0.2,0.45,1.52,1.97,1.41,0.72,0.79,0.59,0.14,1.86,0.76,4.83,0,6.55,Regular Season,82,46,36,https://loodibee.com/wp-content/uploads/nba-sacramento-kings-logo.png,Keon Ellis,1610612758,SAC,https://cdn.nba.com/headshots/nba/latest/1040x760/1631165.png,Keon Ellis,Guard,Sacramento Kings,82,46,36,0.561,3971,114.4,2719,0.744,625,342,1349,891,962,4006,1,16,16,16,3,14,15,1,13,28,17,1,2,13,West,56.09756098
Keon Johnson,1630553,Brooklyn Nets,AWAY,12,2,5,0.4,1,3,0.33,4,4,1,0,1,1,2,1,0,0,0,0,3,9,-4,8,Regular Season,82,32,50,https://loodibee.com/wp-content/uploads/nba-brooklyn-nets-logo.png,Keon Johnson,1610612751,BKN,https://cdn.nba.com/headshots/nba/latest/1040x760/1630553.png,Keon Johnson,Guard,Brooklyn Nets,82,32,50,0.39,3961,115.4,2675,0.715,556,424,1263,1146,1281,3962,1,22,22,22,10,20,20,19,28,12,9,17,25,11,East,39.02439024
Kessler Edwards,1630556,Sacramento Kings,AWAY,5.24,0.54,1.69,0.15,0.31,1.15,0.15,0.12,0.19,0.08,0.19,0.69,0.88,0.31,0.12,0.15,0.12,0.15,0.65,0.31,1.5,-0.23,1.62,Regular Season,82,46,36,https://loodibee.com/wp-content/uploads/nba-sacramento-kings-logo.png,Kessler Edwards,1610612758,SAC,https://cdn.nba.com/headshots/nba/latest/1040x760/1630556.png,Kessler Edwards,Forward,Sacramento Kings,82,46,36,0.561,3971,114.4,2719,0.744,625,342,1349,891,962,4006,1,16,16,16,3,14,15,1,13,28,17,1,2,13,West,56.09756098
Kevin Durant,201142,Phoenix Suns,AWAY,37.1,9.98,18.77,0.54,2.45,5.8,0.43,4.72,5.45,0.79,0.32,6.3,6.62,5.7,3.22,0.95,1.1,0.65,1.9,4.92,27.12,3.48,28.75,Regular Season,82,49,33,https://loodibee.com/wp-content/uploads/nba-phoenix-suns-logo.png,Kevin Durant,1610612756,PHX,https://cdn.nba.com/headshots/nba/latest/1040x760/201142.png,Kevin Durant,Forward,Phoenix Suns,82,49,33,0.598,3956,113.7,2783,0.714,610,492,1491,1150,1179,4074,1,8,8,8,17,13,7,20,18,6,25,19,16,14,West,59.75609756
Kevin Huerter,1628989,Sacramento Kings,AWAY,25.06,4.24,9.26,0.42,2.03,5.76,0.3,0.53,0.62,0.26,0.53,3.12,3.65,2.44,1,0.82,0.38,0.24,1.85,0.65,11.03,0.26,12.21,Regular Season,82,46,36,https://loodibee.com/wp-content/uploads/nba-sacramento-kings-logo.png,Kevin Huerter,1610612758,SAC,https://cdn.nba.com/headshots/nba/latest/1040x760/1628989.png,Kevin Huerter,Guard-Forward,Sacramento Kings,82,46,36,0.561,3971,114.4,2719,0.744,625,342,1349,891,962,4006,1,16,16,16,3,14,15,1,13,28,17,1,2,13,West,56.09756098
Kevin Love,201567,Miami Heat,AWAY,17.06,2.86,6.76,0.41,1.31,4.52,0.27,1.59,2.07,0.52,1.14,4.93,6.07,2.03,0.97,0.38,0.24,0.24,1.59,1.9,8.62,2.72,12,Regular Season,82,46,36,https://loodibee.com/wp-content/uploads/nba-miami-heat-logo.png,Kevin Love,1610612748,MIA,https://cdn.nba.com/headshots/nba/latest/1040x760/201567.png,Kevin Love,Forward-Center,Miami Heat,82,46,36,0.561,3951,111.5,2702,0.734,617,280,1298,1084,1066,3802,1,16,16,16,21,5,16,3,15,30,13,7,5,3,East,56.09756098
Kevon Harris,1630284,Orlando Magic,AWAY,2.83,2,3,0.67,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,0,4,0,5,Regular Season,82,47,35,https://loodibee.com/wp-content/uploads/nba-orlando-magic-logo.png,Kevon Harris,1610612753,ORL,https://cdn.nba.com/headshots/nba/latest/1040x760/1630284.png,Kevon Harris,Guard,Orlando Magic,82,47,35,0.573,3956,110.8,2608,0.737,669,423,1348,994,1189,3892,1,12,12,12,17,3,25,2,5,13,16,2,19,8,East,57.31707317
Kevon Looney,1626172,Golden State Warriors,AWAY,16.74,1.9,3.1,0.57,0,0,0,0.86,1.38,0.38,1.95,3.55,5.5,1.57,0.81,0.45,0.43,0.24,2.31,1.14,4.67,0.57,10.1,Regular Season,82,46,36,https://loodibee.com/wp-content/uploads/nba-golden-state-warriors-logo.png,Kevon Looney,1610612744,GSW,https://cdn.nba.com/headshots/nba/latest/1040x760/1626172.png,Kevon Looney,Forward,Golden State Warriors,82,46,36,0.561,3966,114.5,2834,0.725,572,377,1411,1100,1220,4074,1,16,16,16,7,15,4,10,23,23,22,9,20,14,West,56.09756098
Keyontae Johnson,1641749,Oklahoma City Thunder,AWAY,8.6,0.5,2,0.1,0,0.5,0,0,0,0,0.5,1.25,1.75,0.75,0.5,0,0,0.25,0.75,0,1,2.25,1.5,Regular Season,82,57,25,https://loodibee.com/wp-content/uploads/nba-oklahoma-city-thunder-logo.png,Keyontae Johnson,1610612760,OKC,https://cdn.nba.com/headshots/nba/latest/1040x760/1641749.png,Keyontae Johnson,Forward,Oklahoma City Thunder,82,57,25,0.695,3961,111,2725,0.698,694,538,1211,1258,1025,3852,1,2,2,2,10,4,12,27,1,1,3,28,3,7,West,69.51219512
Keyonte George,1641718,Utah Jazz,AWAY,26.77,3.81,10.49,0.35,1.57,5.49,0.3,2.89,3.27,0.62,0.22,2.35,2.57,4.19,2.3,0.57,0.05,0.76,0.81,2.84,12.08,-6.49,10.11,Regular Season,82,31,51,https://loodibee.com/wp-content/uploads/nba-utah-jazz-logo.png,Keyonte George,1610612762,UTA,https://cdn.nba.com/headshots/nba/latest/1040x760/1641718.png,Keyonte George,Guard,Utah Jazz,82,31,51,0.378,3961,119.6,2725,0.717,537,458,1583,1178,1512,4248,1,23,23,23,10,30,12,18,29,9,29,25,30,22,West,37.80487805
Khris Middleton,203114,Milwaukee Bucks,AWAY,28.2,6.28,11.88,0.53,1.8,4.36,0.45,1.8,2.2,0.53,0.84,4.28,5.12,5.64,2.16,0.96,0.36,0.4,2.72,2.08,16.16,4.92,20.08,Regular Season,82,49,33,https://loodibee.com/wp-content/uploads/nba-milwaukee-bucks-logo.png,Khris Middleton,1610612749,MIL,https://cdn.nba.com/headshots/nba/latest/1040x760/203114.png,Khris Middleton,Forward,Milwaukee Bucks,82,49,33,0.598,3961,115,2850,0.731,558,413,1227,1121,1118,4182,1,8,8,8,10,19,3,4,26,15,6,12,10,19,East,59.75609756
Kira Lewis Jr.,1630184,New Orleans Pelicans,AWAY,9.84,0.8,3.4,0.33,0.2,1.2,0.1,0.4,0.4,0.2,0.2,0.8,1,0.4,0.8,0.4,0.2,0.4,0.6,0.2,2.2,-0.8,0.8,Regular Season,82,49,33,https://loodibee.com/wp-content/uploads/nba-new-orleans-pelicans-logo.png,Kira Lewis Jr.,1610612762,UTA,https://cdn.nba.com/headshots/nba/latest/1040x760/1630184.png,Kira Lewis Jr.,Guard,Utah Jazz,82,31,51,0.378,3961,119.6,2725,0.717,537,458,1583,1178,1512,4248,1,23,23,23,10,30,12,18,29,9,29,25,30,22,West,59.75609756
Klay Thompson,202691,Golden State Warriors,AWAY,29.28,6.51,14.82,0.43,3.67,9.49,0.37,1.67,1.84,0.63,0.44,3,3.44,2.29,1.53,0.71,0.49,0.33,1.44,1.2,18.36,0.04,15.27,Regular Season,82,46,36,https://loodibee.com/wp-content/uploads/nba-golden-state-warriors-logo.png,Klay Thompson,1610612744,GSW,https://cdn.nba.com/headshots/nba/latest/1040x760/202691.png,Klay Thompson,Guard,Golden State Warriors,82,46,36,0.561,3966,114.5,2834,0.725,572,377,1411,1100,1220,4074,1,16,16,16,7,15,4,10,23,23,22,9,20,14,West,56.09756098
Kobe Brown,1641738,LA Clippers,AWAY,9.22,0.93,2.29,0.25,0.25,1.07,0.11,0,0,0,0.54,1.04,1.57,0.54,0.25,0.29,0.14,0.14,1.07,0.07,2.11,-0.32,3.04,Regular Season,82,51,31,https://loodibee.com/wp-content/uploads/nba-la-clippers-logo.png,Kobe Brown,1610612746,LAC,https://cdn.nba.com/headshots/nba/latest/1040x760/1641738.png,Kobe Brown,Forward,LA Clippers,82,51,31,0.622,3941,114.6,2701,0.705,640,413,1284,1152,1221,4074,1,5,5,5,26,16,17,24,7,15,11,20,21,14,West,62.19512195
Kobe Bufkin,1641723,Atlanta Hawks,AWAY,11.99,2.56,5.89,0.49,0.67,2.22,0.28,0.22,0.33,0.07,0.22,1.56,1.78,1.56,0.67,0.44,0.22,0.33,1.44,0.44,6,0.56,5.89,Regular Season,82,36,46,https://loodibee.com/wp-content/uploads/nba-atlanta-hawks-logo.png,Kobe Bufkin,1610612737,ATL,https://cdn.nba.com/headshots/nba/latest/1040x760/1641723.png,Kobe Bufkin,Guard,Atlanta Hawks,82,36,46,0.439,3971,118.4,2639,0.717,615,369,1367,1121,1363,4402,1,21,21,21,3,27,22,16,16,26,18,12,28,25,East,43.90243902
Kris Dunn,1627739,Utah Jazz,AWAY,18.89,2.28,4.97,0.49,0.67,1.72,0.36,0.17,0.28,0.06,0.86,2.14,3,3.75,1.39,1.25,0.53,0.33,2,0.39,5.39,0.42,9.72,Regular Season,82,31,51,https://loodibee.com/wp-content/uploads/nba-utah-jazz-logo.png,Kris Dunn,1610612762,UTA,https://cdn.nba.com/headshots/nba/latest/1040x760/1627739.png,Kris Dunn,Guard,Utah Jazz,82,31,51,0.378,3961,119.6,2725,0.717,537,458,1583,1178,1512,4248,1,23,23,23,10,30,12,18,29,9,29,25,30,22,West,37.80487805
Kris Murray,1631200,Portland Trail Blazers,AWAY,21.77,2.17,5.83,0.29,0.67,2.79,0.2,0.46,0.75,0.18,1.08,2.42,3.5,1.21,1,0.83,0.38,0.46,1.42,0.83,5.46,-1.71,6.42,Regular Season,82,21,61,https://loodibee.com/wp-content/uploads/nba-portland-trail-blazers-logo.png,Kris Murray,1610612757,POR,https://cdn.nba.com/headshots/nba/latest/1040x760/1631200.png,Kris Murray,Forward,Portland Trail Blazers,82,21,61,0.256,3976,116.6,2469,0.697,627,354,1564,1163,1391,4388,1,27,27,27,2,23,30,28,12,27,28,22,29,24,West,25.6097561
Kristaps Porzingis,204001,Boston Celtics,AWAY,29.68,6.61,12.97,0.51,1.92,5.11,0.38,5.19,5.89,0.84,1.75,5.47,7.22,1.83,1.5,0.72,1.89,0.36,2.83,5.11,20.33,9.03,23.44,Regular Season,82,64,18,https://loodibee.com/wp-content/uploads/nba-boston-celtics-logo.png,Kristaps Porzingis,1610612738,BOS,https://cdn.nba.com/headshots/nba/latest/1040x760/204001.png,Kristaps Porzingis,Forward-Center,Boston Celtics,82,64,18,0.78,3966,110.6,2923,0.726,557,538,1093,1114,1063,3912,1,1,1,1,7,2,1,7,27,1,1,10,4,9,East,78.04878049
Kyle Anderson,203937,Minnesota Timberwolves,AWAY,22.38,2.63,5.49,0.52,0.11,0.54,0.1,1.37,1.71,0.51,0.89,2.77,3.66,4.37,1.03,1.06,0.57,0.14,1.31,1.34,6.74,3.29,12.17,Regular Season,82,56,26,https://loodibee.com/wp-content/uploads/nba-minnesota-timberwolves-logo.png,Kyle Anderson,1610612750,MIN,https://cdn.nba.com/headshots/nba/latest/1040x760/203937.png,Kyle Anderson,Forward-Guard,Minnesota Timberwolves,82,56,26,0.683,3961,108.4,2807,0.725,647,497,1337,1042,1086,3782,1,4,4,4,10,1,5,9,6,5,15,4,6,2,West,68.29268293
Kyle Kuzma,1628398,Washington Wizards,AWAY,31.3,8.69,18.46,0.47,2.35,6.58,0.35,1.92,2.5,0.62,0.92,5.81,6.73,3.27,2.65,0.54,0.69,0.58,1.77,2.31,21.65,-9.85,19.88,Regular Season,82,15,67,https://loodibee.com/wp-content/uploads/nba-washington-wizards-logo.png,Kyle Kuzma,1610612764,WAS,https://cdn.nba.com/headshots/nba/latest/1040x760/1628398.png,Kyle Kuzma,Forward,Washington Wizards,82,15,67,0.183,3946,118.9,2613,0.683,623,415,1401,1345,1239,4788,1,29,29,29,23,28,24,30,14,14,20,30,23,29,East,18.29268293
